ID;year;temperature;precipitation;elevation;note;start_time_s;end_time_s;low_freqz_hz;high_freq_hz;delta_time_s;peak_freq_hz
XC215991;2015;12.72576581;7.415752553;2975.842285;cad;17.17448363;17.31687428;1231.616667;1896.5;0.142383333;1492.968833
XC215991;2015;12.72576581;7.415752553;2975.842285;a;24.63537805;24.97887713;1478;1877.4;0.3435;1722.656
XC215991;2015;12.72576581;7.415752553;2975.842285;d;16.89312755;17.21411814;1371.822222;1715;0.320977778;1569.531333
XC245523;2015;19.29518046;11.2459942;1661.50708;cad;17.8028511;17.89036843;1368.933333;1955.183333;0.087516667;1718.75
XC245523;2015;19.29518046;11.2459942;1661.50708;d;17.66695737;18.03197938;1455.444444;1968.622222;0.365022222;1739.583333
XC245523;2015;19.29518046;11.2459942;1661.50708;t;17.21485782;18.49727249;1377.866667;1923.866667;1.2824;1718.75
XC245534;2015;19.29518046;11.2459942;1661.50708;t;15.38009095;17.33558204;1229.866667;1968.066667;1.9555;1687.5
XC245534;2015;19.29518046;11.2459942;1661.50708;d;16.29323878;16.7001496;1364.4;1897.73;0.40691;1696.875
XC245534;2015;19.29518046;11.2459942;1661.50708;cad;16.20029618;16.32913956;1188.477778;1951.711111;0.128844444;1677.083333
XC245534;2015;19.29518046;11.2459942;1661.50708;a;15.36691378;15.48990064;1519.3;2015.133333;0.122966667;1875
XC245584;2015;18.91025974;12.3143614;2847.764648;t;25.91887112;27.38233748;1286.1;2142.066667;1.463466667;1781.25
XC245584;2015;18.91025974;12.3143614;2847.764648;cad;26.6440876;26.69156646;1247.933333;2131.266667;0.047466667;1671.875
XC245584;2015;18.91025974;12.3143614;2847.764648;d;26.4341827;26.89557886;1459.088889;1984.077778;0.461411111;1781.25
ML215054161;2016;20.10379821;8.973234083;964.2814941;t;13.44875092;15.32324939;1028.633333;1839.366667;1.874333333;1665.266667
ML215054161;2016;20.10379821;8.973234083;964.2814941;a;13.44964142;13.55739168;1160.733333;1875.4;0.107666667;1693.966667
ML215054161;2016;20.10379821;8.973234083;964.2814941;d;14.30600374;14.73373966;1214.622222;1862.044444;0.427777778;1665.266667
ML215054161;2016;20.10379821;8.973234083;964.2814941;cad;14.14719825;14.30362908;1055.911111;1863.566667;0.156555556;1626.977778
ML46892261;2016;21.65402812;0.347882351;133.4256897;d;34.73511619;35.13857455;1332.322222;1778.533333;0.403444444;1604.211111
ML46892261;2016;21.65402812;0.347882351;133.4256897;t;33.79776997;35.68595511;1229.833333;1834.4;1.888333333;1593.8
ML46892261;2016;21.65402812;0.347882351;133.4256897;cad;2.129957837;2.32996736;1316;1761.9;0.2;1500
ML46892261;2016;21.65402812;0.347882351;133.4256897;cd;24.73315849;24.92523113;1276.233333;1740.033333;0.192;1562.533333
ML46892261;2016;21.65402812;0.347882351;133.4256897;a;33.79776997;33.88348833;1259.4;1849.2;0.085666667;1656.266667
ML46892261;2016;21.65402812;0.347882351;133.4256897;NA;76.75569637;76.947769;1265.9;1856.066667;0.192;1531.266667
ML90485401;2016;13.55439903;14.81858747;2569.896973;cad;43.05939943;43.19230272;1138.433333;1918.1;0.132666667;1536.05
ML90485401;2016;13.55439903;14.81858747;2569.896973;d;43.00375822;43.48195411;1312.81;1793.7;0.4783;1584.87
ML90485401;2016;13.55439903;14.81858747;2569.896973;t;41.96311483;43.25892193;1148.45;1913.2;1.2955;1464.3
XC302211;2016;18.96188677;5.823866793;1148.583984;cad;9.198637083;9.241442851;1262.116667;1841.783333;0.042816667;1531.25
XC302211;2016;18.96188677;5.823866793;1148.583984;d;9.005780996;9.493674681;1337.488889;1751.333333;0.487888889;1583.333333
XC302211;2016;18.96188677;5.823866793;1148.583984;t;8.526172298;10.07822655;1258;1833.566667;1.552066667;1500
XC312397;2016;20.33337012;9.108998039;872.855835;t;13.45927438;15.46228621;1171.8;1909.2;2.003033333;1593.75
XC312397;2016;20.33337012;9.108998039;872.855835;d;14.32562146;14.83949066;1222.3;1889;0.513877778;1666.666667
XC312397;2016;20.33337012;9.108998039;872.855835;a;13.54024644;13.65505847;1121.3;1863.75;0.11485;1593.75
XC312397;2016;20.33337012;9.108998039;872.855835;cad;15.6942304;15.81389364;1159.175;1897.8375;0.1196625;1488.28125
XC331467;2016;19.3275762;10.40668733;2647.302002;cad;17.20000884;17.37389388;1256.2;1724.066667;0.173883333;1478.613333
XC331467;2016;19.3275762;10.40668733;2647.302002;t;16.59817917;18.04132092;1264.733333;1724.066667;1.443133333;1579.101333
XC331467;2016;19.3275762;10.40668733;2647.302002;d;17.11601646;17.48391696;1330.866667;1671.133333;0.3679;1550.390667
XC331468;2016;19.3275762;10.40668733;2647.302002;t;42.16337951;43.61077599;1249.333333;1713.4;1.4474;1607.812333
XC331468;2016;19.3275762;10.40668733;2647.302002;d;42.69527794;43.06701365;1320.733333;1672.922222;0.371733333;1540.820444
XC331468;2016;19.3275762;10.40668733;2647.302002;cad;42.78326858;42.94046533;1245.766667;1724.1;0.157233333;1492.969
ML134949711;2017;14.85160232;5.240691382;2827.362793;cad;46.24268465;46.38346888;1246.1;1949;0.140666667;1492.966667
ML134949711;2017;14.85160232;5.240691382;2827.362793;d;46.39261071;46.83141869;1352.6;1746.6;0.439;1607.833333
ML134949711;2017;14.85160232;5.240691382;2827.362793;t;45.41443459;47.2903387;1246.1;1949;1.876;1636.5
ML134949711;2017;14.85160232;5.240691382;2827.362793;a;45.41443459;45.51865148;1278;1949;0.104;1722.7
ML69012591;2017;15.52950933;18.65398194;2438.375977;d;61.91711083;62.29882426;1512.533333;1735.533333;0.381666667;1612.611111
ML69012591;2017;15.52950933;18.65398194;2438.375977;cad;62.04504968;62.15125644;1361.666667;1843.1;0.106166667;1622.2
ML69012591;2017;15.52950933;18.65398194;2438.375977;t;61.44566495;62.81794051;1366.7;1848.4;1.372333333;1693.966667
XC376458;2017;16.60864685;7.145403627;1550.279175;d;14.97434521;15.38628885;1354.033333;1733.722222;0.411944444;1550.390778
XC376458;2017;16.60864685;7.145403627;1550.279175;cad;15.11100432;15.25184185;1256.6;1819.6;0.14085;1536.035167
XC376458;2017;16.60864685;7.145403627;1550.279175;t;14.41197823;15.93243371;1245.766667;1834.733333;1.520466667;1550.391
XC423762;2017;17.02027066;12.15624196;2091.326416;t;13.28093826;14.69933445;1154.3;1788.8;1.4184;1562.5
XC423762;2017;17.02027066;12.15624196;2091.326416;cad;13.86530944;14.00009315;1213.35;1737.283333;0.1348;1468.75
XC423762;2017;17.02027066;12.15624196;2091.326416;d;13.76097634;14.14391663;1261.322222;1725.111111;0.382944444;1552.083333
ML104776411;2018;21.658308;16.98802016;107.6432419;cad;13.15789991;13.27909584;1264.233333;2023.783333;0.121166667;1665.266667
ML104776411;2018;21.658308;16.98802016;107.6432419;d;13.0543347;13.38367044;1412.933333;1900.1;0.329222222;1674.844444
ML104776411;2018;21.658308;16.98802016;107.6432419;t;12.60163846;13.84155939;1256.166667;2026.6;1.24;1636.566667
ML83789761;2018;14.68467117;1.443294233;2438.375977;t;46.15671899;47.73575764;1251.5;1815.533333;1.579;1579.1
ML83789761;2018;14.68467117;1.443294233;2438.375977;d;46.74822628;47.18031336;1347.633333;1781.788889;0.432111111;1579.1
ML83789761;2018;14.68467117;1.443294233;2438.375977;cad;46.90881189;47.03475478;1259.783333;1825.766667;0.126166667;1536.05
ML87782381;2018;19.31965702;26.49956821;1630.414063;t;17.48171449;19.13174068;1346.166667;1840.666667;1.65;1636.5
ML87782381;2018;19.31965702;26.49956821;1630.414063;d;18.04289425;18.53967632;1423;1785.1;0.496777778;1617.377778
ML87782381;2018;19.31965702;26.49956821;1630.414063;cad;18.24660118;18.31954141;1338.25;1840.666667;0.072833333;1536.05
ML98599161;2018;17.60335669;14.5508808;3077.200439;d;10.10624141;10.51813683;1288.855556;1718.055556;0.411888889;1531.266667
ML98599161;2018;17.60335669;14.5508808;3077.200439;cad;10.2463768;10.39770787;1204.983333;1832.733333;0.151166667;1500
ML98599161;2018;17.60335669;14.5508808;3077.200439;t;9.523741581;11.07341872;1168.9;1789.433333;1.549666667;1593.8
XC402340;2018;14.76201048;1.477569395;2326.181152;a;37.96881582;38.08467525;1241.6;1905.7;0.1159;1722.656
XC402340;2018;14.76201048;1.477569395;2326.181152;cad;29.35431923;29.48879892;1204.442857;1942.757143;0.134471429;1550.390571
XC402340;2018;14.76201048;1.477569395;2326.181152;d;27.7198387;28.18488556;1302.522222;1873.566667;0.465044444;1607.812333
XC402340;2018;14.76201048;1.477569395;2326.181152;t;27.00215392;28.75291858;1203.066667;1982.666667;1.750766667;1665.234
XC432481;2018;19.62020372;7.903449399;964.2814941;d;7.966975768;8.358737182;1295.325;1762.741667;0.391758333;1564.746
XC432481;2018;19.62020372;7.903449399;964.2814941;t;7.378322348;9.181574185;1121.733333;1848.2;1.803266667;1550.391
XC432481;2018;19.62020372;7.903449399;964.2814941;cad;8.086940873;8.162241498;1257.044444;1787.655556;0.075311111;1550.390556
XC442567;2018;18.60100057;27.40672234;929.1038818;a;9.586569284;9.681514856;1173.166667;1710.266667;0.094966667;1521.68
XC442567;2018;18.60100057;27.40672234;929.1038818;cad;10.28336427;10.44582669;1135.477778;1870.511111;0.162455556;1445.117222
XC442567;2018;18.60100057;27.40672234;929.1038818;d;10.44846407;10.84248818;1234.411111;1870.511111;0.394;1579.101333
XC442567;2018;18.60100057;27.40672234;929.1038818;t;9.584986859;11.36046901;1173.166667;1894.066667;1.7755;1636.523
ML145137171;2019;17.32405693;20.08096332;1040.869385;d;23.75776016;24.16507159;1405.277778;1736.666667;0.407222222;1598.233333
ML145137171;2019;17.32405693;20.08096332;1040.869385;cad;23.93499298;24.02772239;1311.8;1779.45;0.0925;1550.4
ML145137171;2019;17.32405693;20.08096332;1040.869385;t;23.21035752;24.632707;1322.4;1783.866667;1.422333333;1636.5
ML155228091;2019;13.56583444;12.27360256;2698.716064;t;1.714237591;3.091906336;1342.2;1917.4;1.378;1722.7
ML155228091;2019;13.56583444;12.27360256;2698.716064;d;2.185871871;2.569896121;1453.366667;1827.1;0.384;1665.266667
ML155228091;2019;13.56583444;12.27360256;2698.716064;cad;2.313271616;2.426069614;1191.15;1798.3;0.1125;1593.45
ML155228091;2019;13.56583444;12.27360256;2698.716064;a;39.1180483;39.48966112;1548.366667;1817.7;0.371666667;1722.7
ML160994421;2019;13.72434813;11.67173206;2753.991943;cad;40.58282437;40.67541175;935.3166667;1898.633333;0.0925;1406.85
ML160994421;2019;13.72434813;11.67173206;2753.991943;d;40.40045529;40.84305103;1130.177778;1824.3;0.442555556;1636.533333
ML160994421;2019;13.72434813;11.67173206;2753.991943;t;39.85475088;41.37823414;918.9333333;1909.566667;1.523333333;1722.7
ML168748811;2019;18.39249678;11.19950077;1193.996582;d;34.68999606;35.10027089;1334.633333;1734.222222;0.410222222;1588.666667
ML168748811;2019;18.39249678;11.19950077;1193.996582;cad;34.85751991;34.95631216;1228.25;1782.033333;0.098833333;1550.4
ML168748811;2019;18.39249678;11.19950077;1193.996582;t;34.15555115;35.5921173;1231.633333;1782.066667;1.436666667;1636.5
ML176085171;2019;12.52552246;4.827568682;2753.991943;d;42.36389184;42.71962117;1151.611111;1806.366667;0.355666667;1617.4
ML176085171;2019;12.52552246;4.827568682;2753.991943;t;41.70314641;43.18157315;942.1;1835.9;1.478333333;1693.966667
ML176085171;2019;12.52552246;4.827568682;2753.991943;cad;42.75238816;42.91757613;915.8285714;1853.3;0.165;1328.928571
ML176085171;2019;12.52552246;4.827568682;2753.991943;a;44.25211902;44.31310119;799.6;1899;0.061;1550.4
ML176342261;2019;15.58434494;14.64236863;1518.926636;a;46.06252415;46.14330688;1185.1;1751;0.0805;1636.5
ML176342261;2019;15.58434494;14.64236863;1518.926636;cad;35.95095309;36.09484656;995.6875;1764.7;0.144;1528.875
ML176342261;2019;15.58434494;14.64236863;1518.926636;t;31.73979021;33.27937521;992.3;1745.666667;1.539666667;1550.4
ML176342261;2019;15.58434494;14.64236863;1518.926636;d;32.42896873;32.79017158;1149.988889;1672.544444;0.361444444;1521.7
ML246946471;2019;18.62716382;1.75155381;920.2996826;d;3.656356654;4.277161758;1117.1;1794.675;0.62075;1615
ML246946471;2019;18.62716382;1.75155381;920.2996826;cad;3.896567674;4.042150111;998.2;1853.9;0.1455;1507.35
XC469911;2019;13.5909368;12.09683255;2658.412109;cad;14.8194133;14.97942667;1395.783333;1912.266667;0.160033333;1593.75
XC469911;2019;13.5909368;12.09683255;2658.412109;d;14.74898006;15.08336699;1471.6;1877.411111;0.334388889;1677.083333
XC469911;2019;13.5909368;12.09683255;2658.412109;t;14.28193247;15.61435154;1383.5;1936.866667;1.332433333;1718.75
XC485489;2019;19.37255258;2.039669799;690.7463989;t;14.20024828;15.54143604;1396.766667;1990.833333;1.3412;1812.5
XC485489;2019;19.37255258;2.039669799;690.7463989;cad;14.85116912;15.0085534;1396.75;1960.533333;0.1574;1625
XC485489;2019;19.37255258;2.039669799;690.7463989;d;14.74425046;15.0744153;1458.922222;1965.355556;0.330166667;1760.416667
XC572856;2019;18.62716382;1.75155381;920.2996826;t;13.93652786;15.61524404;1275.233333;1944.366667;1.678733333;1593.75
XC572856;2019;18.62716382;1.75155381;920.2996826;a;13.93840352;14.01624343;1517.866667;1929.666667;0.077833333;1718.75
XC572856;2019;18.62716382;1.75155381;920.2996826;d;14.72461789;15.10443915;1363.466667;1821.833333;0.379822222;1604.166667
XC572856;2019;18.62716382;1.75155381;920.2996826;cad;14.57018851;14.72305484;1289.944444;1944.366667;0.152877778;1500
ML215584781;2020;19.43482193;11.13503208;647.1864014;d;24.76365397;25.24686605;1045.29;1780.94;0.4831;1619.3
ML215584781;2020;19.43482193;11.13503208;647.1864014;cad;23.04974124;23.18583871;882.4;1828.416667;0.136333333;1593.483333
ML215584781;2020;19.43482193;11.13503208;647.1864014;t;13.06701018;14.44450155;975.85;1780.45;1.3775;1636.5
ML253740121;2020;13.62083332;2.577581897;2613.200439;t;51.53242542;53.32756372;706.1666667;1996.133333;1.795;1780.1
ML253740121;2020;13.62083332;2.577581897;2613.200439;d;52.45073049;52.81449779;942.3;1887.355556;0.363888889;1703.533333
ML253740121;2020;13.62083332;2.577581897;2613.200439;a;51.53242542;51.66039567;1307.3;2000.466667;0.128;1808.8
ML253740121;2020;13.62083332;2.577581897;2613.200439;cad;52.27536384;52.4519154;699.5777778;1996.133333;0.176666667;1636.544444
ML264215601;2020;13.45776394;7.224285802;2613.200439;t;50.93023961;52.77779976;663.7666667;1978.7;1.847666667;1780.1
ML264215601;2020;13.45776394;7.224285802;2613.200439;cad;51.70294209;51.8788032;663.7666667;1978.7;0.175888889;1493
ML264215601;2020;13.45776394;7.224285802;2613.200439;a;50.93023961;51.06060769;1215.266667;1950.166667;0.130333333;1808.8
ML264215601;2020;13.45776394;7.224285802;2613.200439;d;51.88084021;52.27398145;823.9555556;1856.811111;0.393222222;1665.255556
ML265449341;2020;13.43587576;1.2355298;2753.991943;t;67.17700828;68.59167984;1021.2;1853.366667;1.414666667;1607.8
ML265449341;2020;13.43587576;1.2355298;2753.991943;cad;67.8441311;67.97817431;1005.9;1838.283333;0.134;1464.266667
ML265449341;2020;13.43587576;1.2355298;2753.991943;d;67.71111897;68.08644;1216.6;1771.377778;0.375333333;1617.4
ML614804965;2020;17.9930991;11.07595614;1037.616455;d;30.86481607;31.36863935;1157.9;1789.45;0.5039;1565.66
ML614804965;2020;17.9930991;11.07595614;1037.616455;cad;31.04683833;31.20827008;959.1833333;1911.233333;0.161333333;1453.133333
ML614804965;2020;17.9930991;11.07595614;1037.616455;t;30.2638691;31.77533892;938.8;1880;1.5115;1593.8
XC538307;2020;17.68900478;9.639738304;1174.746704;d;11.03675832;11.36198533;1342.277778;1621.977778;0.3252;1492.969
XC538307;2020;17.68900478;9.639738304;1174.746704;t;10.54578633;11.93482327;1262.466667;1699.7;1.389033333;1550.391
XC538307;2020;17.68900478;9.639738304;1174.746704;cad;11.07455981;11.28123777;1270.783333;1662.25;0.206683333;1449.9025
XC550983;2020;14.9039713;6.225654319;2653.749023;d;10.95639854;11.34440667;1486.322222;1973.577778;0.388;1780.078
XC550983;2020;14.9039713;6.225654319;2653.749023;a;10.12065009;10.19895444;1631.533333;1978.5;0.0783;1837.5
XC550983;2020;14.9039713;6.225654319;2653.749023;t;10.12366179;11.82226405;1402.633333;2067.066667;1.6986;1751.367
XC550983;2020;14.9039713;6.225654319;2653.749023;cad;10.80179762;10.95188098;1410.055556;2035.111111;0.150077778;1770.508
XC572620;2020;20.71641945;32.98191288;2342.922607;d;14.04504407;14.46914952;1414.955556;1834.466667;0.424088889;1626.953
XC572620;2020;20.71641945;32.98191288;2342.922607;a;13.13963093;13.21936738;1653.066667;1986.4;0.079733333;1808.789
XC572620;2020;20.71641945;32.98191288;2342.922607;t;13.14136433;15.00823724;1353.733333;2000;1.8669;1636.523
XC572620;2020;20.71641945;32.98191288;2342.922607;cad;13.87228177;14.03926607;1362.8;1950.111111;0.166977778;1617.382889
XC572620;2020;20.71641945;32.98191288;2342.922607;d;40.17447244;40.25532598;11516.2;11919;0.08085;11778.8085
XC585286;2020;14.6750516;4.868882415;2632.974365;cad;12.88896473;12.99373237;1205.15;1779.5;0.10475;1593.457
XC585286;2020;14.6750516;4.868882415;2632.974365;t;12.31540233;13.5615129;1214.566667;1817.133333;1.2461;1607.812333
XC585286;2020;14.6750516;4.868882415;2632.974365;d;12.76685144;13.11376418;1324.411111;1773.211111;0.3469;1598.242111
ML302220931;2021;16.66689762;4.313406809;1300.969971;cad;21.115359;21.31495318;1274.183333;1803.3;0.199666667;1435.533333
ML302220931;2021;16.66689762;4.313406809;1300.969971;t;20.40460902;21.96728535;1257.766667;1793.466667;1.562666667;1550.4
ML302220931;2021;16.66689762;4.313406809;1300.969971;d;21.01231648;21.39811741;1328.088889;1710.722222;0.385777778;1512.122222
ML335305611;2021;12.73280826;0.091616659;2564.25;cad;28.95226399;29.0915695;890.5285714;1954.042857;0.139571429;1525.8
ML335305611;2021;12.73280826;0.091616659;2564.25;a;25.07911069;25.15650264;1328.9;1722.7;0.077;1550.4
ML335305611;2021;12.73280826;0.091616659;2564.25;t;28.82988938;30.27625899;876.4666667;1951.6;1.446333333;1607.833333
ML335305611;2021;12.73280826;0.091616659;2564.25;d;29.45246465;29.81649346;1001.111111;1900.033333;0.364111111;1665.255556
ML379312001;2021;13.20342481;0.589716347;2613.200439;cad;32.75172482;32.89761978;546.7111111;1918.477778;0.146;1502.555556
ML379312001;2021;13.20342481;0.589716347;2613.200439;a;32.0488417;32.19329927;956.7333333;1761.566667;0.144333333;1607.8
ML379312001;2021;13.20342481;0.589716347;2613.200439;d;32.90193195;33.24834265;733.9888889;1862.811111;0.346222222;1617.4
ML379312001;2021;13.20342481;0.589716347;2613.200439;t;32.05099778;33.71765009;561.9;1928.6;1.666666667;1722.7
ML381022231;2021;13.54782498;1.413355914;2753.991943;t;54.4106653;56.12291419;854.8;1892;1.712;1665.233333
ML381022231;2021;13.54782498;1.413355914;2753.991943;a;54.41499462;54.5059105;1253.7;1778;0.091;1607.8
ML381022231;2021;13.54782498;1.413355914;2753.991943;cad;55.09902831;55.27364452;843.4;1895.8;0.174555556;1387.7
ML381022231;2021;13.54782498;1.413355914;2753.991943;d;55.27364452;55.63153556;957.3777778;1800.8;0.358111111;1607.833333
ML391643051;2021;17.83493818;2.104111509;1223.269775;cad;23.95062117;24.0810931;771.2333333;1942.122222;0.130444444;1531.255556
ML391643051;2021;17.83493818;2.104111509;1223.269775;t;23.24782136;25.03945649;771.2333333;1947.9;1.791333333;1607.8
ML391643051;2021;17.83493818;2.104111509;1223.269775;a;23.25185657;23.35677215;967.7666667;1873.566667;0.105;1607.8
ML391643051;2021;17.83493818;2.104111509;1223.269775;d;24.08647339;24.50411806;948.1888889;1831.455556;0.417666667;1636.533333
ML391643061;2021;17.83493818;2.104111509;1223.269775;d;43.56541855;43.94726091;858.7111111;1846.022222;0.381888889;1626.944444
ML391643061;2021;17.83493818;2.104111509;1223.269775;t;42.97131753;44.41644397;688.0666667;1829.166667;1.445;1636.533333
ML391643061;2021;17.83493818;2.104111509;1223.269775;cad;48.58698062;48.7002745;758.8571429;1862.685714;0.113142857;1538.085714
ML391643061;2021;17.83493818;2.104111509;1223.269775;a;77.73722922;77.80692212;514.6;1400.5;0.07;1378.1
ML394579371;2021;21.82680142;1.176733239;133.4256897;d;41.23103931;41.68676486;1240.211111;1850.211111;0.455555556;1655.677778
ML394579371;2021;21.82680142;1.176733239;133.4256897;a;40.3332456;40.43459781;1445.7;1881.4;0.101333333;1751.4
ML394579371;2021;21.82680142;1.176733239;133.4256897;t;40.33108917;42.20287046;891.4333333;1933.5;1.871666667;1636.533333
ML394579371;2021;21.82680142;1.176733239;133.4256897;cad;41.10237232;41.22816407;865.4;1899.2;0.125888889;1674.833333
ML396132321;2021;17.83493818;2.104111509;1223.269775;t;27.38831433;28.78245271;1172.9;1800.066667;1.394;1550.4
ML396132321;2021;17.83493818;2.104111509;1223.269775;cad;28.0143393;28.12383098;1172.933333;1787.566667;0.109333333;1521.683333
ML396132321;2021;17.83493818;2.104111509;1223.269775;d;27.88033039;28.26201896;1303.811111;1746.133333;0.381555556;1550.4
ML400161631;2021;15.81394592;5.728750582;2551.170166;cad;33.68763485;33.83366621;1061.233333;1784.9;0.146;1483.411111
ML400161631;2021;15.81394592;5.728750582;2551.170166;t;32.98113679;34.6527471;1065.833333;1789.5;1.671333333;1607.8
ML400161631;2021;15.81394592;5.728750582;2551.170166;d;33.83203457;34.19833668;1156.011111;1738.311111;0.366444444;1579.1
ML400161631;2021;15.81394592;5.728750582;2551.170166;a;32.98847915;33.07903491;1236.833333;1716.5;0.090666667;1550.4
XC687383;2021;16.11970712;14.70276954;1776.606934;d;24.33650747;24.72762153;1333.3;1762.388889;0.391111111;1520.833333
XC687383;2021;16.11970712;14.70276954;1776.606934;cad;24.49865498;24.60734728;1257.4;1901;0.108683333;1515.625
XC687383;2021;16.11970712;14.70276954;1776.606934;t;23.79215509;25.19090015;1227.7;1901;1.398733333;1500
ML418927381;2022;12.88259746;6.547147192;2613.200439;d;97.04916147;97.58262788;656.9;1872.91;0.5333;1659.35
ML418927381;2022;12.88259746;6.547147192;2613.200439;a;95.35326103;95.49457666;963.8666667;1964.7;0.141;1749.966667
ML418927381;2022;12.88259746;6.547147192;2613.200439;t;91.0920296;92.95032979;544.3;2018.45;1.858;1687.5
ML418927381;2022;12.88259746;6.547147192;2613.200439;cad;96.11872057;96.28672911;521.6;1980.566667;0.168111111;1458.322222
ML418927411;2022;12.88259746;6.547147192;2613.200439;d;84.9043425;85.31478629;1065.555556;1863.722222;0.410444444;1708.322222
ML418927411;2022;12.88259746;6.547147192;2613.200439;t;83.97352446;85.84289434;875.8333333;2032.933333;1.869;1718.733333
ML418927411;2022;12.88259746;6.547147192;2613.200439;a;83.97352446;84.09781769;964.2;2024.9;0.124;1750
ML418927411;2022;12.88259746;6.547147192;2613.200439;cad;84.73861822;84.90379009;875.8333333;2022.222222;0.165111111;1645.822222
ML419328951;2022;12.88259746;6.547147192;2613.200439;a;71.73201261;71.87727801;1045.766667;1902.166667;0.145666667;1718.733333
ML419328951;2022;12.88259746;6.547147192;2613.200439;t;71.72253879;73.59519929;700.5;1997.8;1.872333333;1749.966667
ML419328951;2022;12.88259746;6.547147192;2613.200439;cad;72.49939289;72.66992183;696.8333333;1999.133333;0.170555556;1531.244444
ML419328951;2022;12.88259746;6.547147192;2613.200439;d;72.67413242;73.07203332;839.3888889;1857.088889;0.397666667;1697.9
ML432077551;2022;20.71350411;30.88658429;2271.081787;cad;26.55243333;26.67557439;981.8166667;1794.233333;0.123166667;1500
ML432077551;2022;20.71350411;30.88658429;2271.081787;t;25.80350783;27.2864592;985.7333333;1783.1;1.483;1531.266667
ML432077551;2022;20.71350411;30.88658429;2271.081787;d;26.38576198;26.79535572;1173.711111;1695.233333;0.409555556;1500
ML433146461;2022;12.32665992;13.32681456;2613.200439;a;34.71286982;34.80346513;1060.666667;1838.466667;0.090666667;1593.766667
ML433146461;2022;12.32665992;13.32681456;2613.200439;d;35.53991726;35.89353118;881.5333333;1838.488889;0.353555556;1645.822222
ML433146461;2022;12.32665992;13.32681456;2613.200439;cad;35.37139051;35.53699483;683.5333333;1946.888889;0.165666667;1416.655556
ML433146461;2022;12.32665992;13.32681456;2613.200439;t;34.71286982;36.39618898;692.9666667;1951.6;1.683666667;1656.266667
ML433262271;2022;12.32665992;13.32681456;2613.200439;t;41.50912833;42.72407898;924.7;2010.033333;1.215;1687.5
ML433262271;2022;12.32665992;13.32681456;2613.200439;d;41.94149926;42.22917659;1223.888889;1877.277778;0.287555556;1645.822222
ML433262271;2022;12.32665992;13.32681456;2613.200439;cad;41.98899014;42.15768473;960.3333333;2045.7;0.168666667;1593.733333
ML435163371;2022;14.25683699;6.04685738;2642.370605;t;15.81301194;17.62934347;662.2666667;2018.9;1.816333333;1687.5
ML435163371;2022;14.25683699;6.04685738;2642.370605;a;15.81390467;15.90995152;1174.833333;2055.933333;0.096;1843.733333
ML435163371;2022;14.25683699;6.04685738;2642.370605;cad;16.54556729;16.72688346;686.9555556;2048.255556;0.181555556;1604.155556
