ID,year,temperature,precipitation,max_temp,min_temp,elevation,date,region,low_freq_hz,high_freq_hz,delta_time_s,peak_freq_hz,total_elements,note,singing
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1316.4,1513.2,0.438,1464.3,3,d,2
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1316.4,1729.8,0.332,1550.4,3,d,3
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1257.3,1788.9,1.555,1550.4,3,t,3
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1257.3,1552.6,0.449,1378.1,3,d,3
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1399.3,1822.3,0.365,1550.4,3,d,1
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,1238.3,1917.4,0.408,1722.7,3,d,1
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,759,1917.4,1.336,1550.4,3,t,1
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,1328.9,1722.7,0.077,1550.4,4,a,2
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,1132,1968.7,0.418,1808.8,4,d,2
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,935.2,1771.9,0.377,1550.4,4,d,2
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,935.2,1968.7,0.289,1722.7,4,d,2
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,935.2,1968.7,1.61,1550.4,4,t,2
ML335305611,2021,12.73280826,0.091616659,12.17709827,11.33497374,2564.25,2021-04-04,Cundinamarca,1230.5,1968.7,0.377,1722.7,3,d,3
